,Images,Original Age,Original Gender,Y-Axis Flip Age,Y-Axis Flip Gender,Age Difference,Gender Difference
0,1628188590507_2_2_3.jpg,66,Male,72,Male,0.9166666666666666,0
1,1628188590507_2_0_1.jpg,21,Female,22,Female,0.9545454545454546,0
2,1628188590507_2_0_0.jpg,20,Female,20,Female,1.0,0
3,1628188590507_2_2_2.jpg,31,Male,31,Male,1.0,0
4,1628188590507_2_2_0.jpg,19,Female,17,Male,1.1176470588235294,-2
5,1628188590507_2_0_2.jpg,42,Female,36,Female,1.1666666666666667,0
6,1628188590507_2_0_3.jpg,78,Female,82,Female,0.9512195121951219,0
7,1628188590507_2_2_1.jpg,20,Male,19,Male,1.0526315789473684,0
8,1628188590507_2_2_4.jpg,79,Male,80,Male,0.9875,0
9,1628188590507_2_0_4.jpg,79,Female,80,Female,0.9875,0
10,1628188590507_0_2_4.jpg,84,Male,83,Male,1.0120481927710843,0
11,1628188590507_0_0_4.jpg,83,Female,89,Female,0.9325842696629213,0
12,1628188590507_0_2_3.jpg,55,Male,55,Male,1.0,0
13,1628188590507_0_0_1.jpg,24,Female,21,Female,1.1428571428571428,0
14,1628188590507_0_0_0.jpg,22,Female,19,Female,1.1578947368421053,0
15,1628188590507_0_2_2.jpg,28,Male,25,Male,1.12,0
16,1628188590507_0_2_0.jpg,15,Female,20,Male,0.75,-2
17,1628188590507_0_0_2.jpg,36,Female,39,Female,0.9230769230769231,0
18,1628188590507_0_0_3.jpg,80,Female,77,Female,1.0389610389610389,0
19,1628188590507_0_2_1.jpg,20,Male,21,Male,0.9523809523809523,0
20,1628188704081_0_2_4.jpg,87,Male,82,Male,1.0609756097560976,0
21,1628188654074_2_2_4.jpg,72,Male,72,Male,1.0,0
22,1628188536814_2_2_4.jpg,78,Male,80,Male,0.975,0
23,1628188755886_0_2_4.jpg,86,Male,78,Male,1.1025641025641026,0
24,1628188755886_0_0_4.jpg,85,Female,84,Female,1.0119047619047619,0
25,1628188536814_2_0_4.jpg,81,Female,79,Female,1.0253164556962024,0
26,1628188704081_0_0_4.jpg,85,Male,89,Female,0.9550561797752809,2
27,1628188654074_2_0_4.jpg,80,Female,79,Female,1.0126582278481013,0
28,1628188755886_0_0_1.jpg,23,Female,22,Female,1.0454545454545454,0
29,1628188755886_0_2_3.jpg,60,Male,64,Male,0.9375,0
30,1628188654074_2_0_0.jpg,20,Female,20,Female,1.0,0
31,1628188704081_0_2_2.jpg,37,Male,33,Male,1.121212121212121,0
32,1628188536814_2_2_3.jpg,68,Male,68,Male,1.0,0
33,1628188654074_2_2_2.jpg,27,Male,25,Male,1.08,0
34,1628188704081_0_0_0.jpg,11,Female,15,Female,0.7333333333333333,0
35,1628188536814_2_0_1.jpg,24,Female,29,Female,0.8275862068965517,0
36,1628188536814_2_0_0.jpg,19,Female,20,Female,0.95,0
37,1628188704081_0_0_1.jpg,20,Female,22,Female,0.9090909090909091,0
38,1628188654074_2_2_3.jpg,55,Male,56,Male,0.9821428571428571,0
39,1628188536814_2_2_2.jpg,34,Male,37,Male,0.918918918918919,0
40,1628188704081_0_2_3.jpg,65,Male,70,Male,0.9285714285714286,0
41,1628188654074_2_0_1.jpg,20,Female,20,Female,1.0,0
42,1628188755886_0_2_2.jpg,34,Male,36,Male,0.9444444444444444,0
43,1628188755886_0_0_0.jpg,21,Female,20,Female,1.05,0
44,1628188755886_0_0_2.jpg,44,Female,38,Female,1.1578947368421053,0
45,1628188755886_0_2_0.jpg,21,Male,24,Male,0.875,0
46,1628188654074_2_0_3.jpg,72,Female,68,Female,1.0588235294117647,0
47,1628188704081_0_2_1.jpg,18,Male,18,Male,1.0,0
48,1628188536814_2_2_0.jpg,20,Female,21,Female,0.9523809523809523,0
49,1628188654074_2_2_1.jpg,20,Male,20,Male,1.0,0
50,1628188704081_0_0_3.jpg,79,Female,81,Female,0.9753086419753086,0
51,1628188536814_2_0_2.jpg,45,Female,48,Female,0.9375,0
52,1628188536814_2_0_3.jpg,70,Female,71,Female,0.9859154929577465,0
53,1628188704081_0_0_2.jpg,44,Female,42,Female,1.0476190476190477,0
54,1628188654074_2_2_0.jpg,22,Female,21,Female,1.0476190476190477,0
55,1628188536814_2_2_1.jpg,22,Male,22,Male,1.0,0
56,1628188704081_0_2_0.jpg,8,Male,13,Female,0.6153846153846154,2
57,1628188654074_2_0_2.jpg,39,Female,33,Female,1.1818181818181819,0
58,1628188755886_0_2_1.jpg,21,Male,21,Male,1.0,0
59,1628188755886_0_0_3.jpg,75,Female,77,Female,0.974025974025974,0
60,1628188536814_0_2_3.jpg,58,Male,60,Male,0.9666666666666667,0
61,1628188704081_2_2_2.jpg,36,Male,33,Male,1.0909090909090908,0
62,1628188654074_0_0_0.jpg,21,Female,22,Female,0.9545454545454546,0
63,1628188536814_0_0_1.jpg,22,Female,25,Female,0.88,0
64,1628188704081_2_0_0.jpg,16,Female,14,Female,1.1428571428571428,0
65,1628188654074_0_2_2.jpg,26,Male,25,Male,1.04,0
66,1628188755886_2_0_1.jpg,22,Female,21,Female,1.0476190476190477,0
67,1628188755886_2_2_3.jpg,69,Male,72,Male,0.9583333333333334,0
68,1628188755886_2_2_2.jpg,31,Male,29,Male,1.0689655172413792,0
69,1628188755886_2_0_0.jpg,19,Female,20,Female,0.95,0
70,1628188654074_0_2_3.jpg,45,Male,45,Male,1.0,0
71,1628188704081_2_0_1.jpg,22,Female,21,Female,1.0476190476190477,0
72,1628188536814_0_0_0.jpg,20,Female,20,Female,1.0,0
73,1628188654074_0_0_1.jpg,19,Female,20,Female,0.95,0
74,1628188704081_2_2_3.jpg,75,Male,68,Male,1.1029411764705883,0
75,1628188536814_0_2_2.jpg,38,Male,40,Male,0.95,0
76,1628188536814_0_2_0.jpg,18,Male,20,Male,0.9,0
77,1628188704081_2_2_1.jpg,19,Male,18,Male,1.0555555555555556,0
78,1628188654074_0_0_3.jpg,74,Female,69,Female,1.0724637681159421,0
79,1628188536814_0_0_2.jpg,45,Female,45,Female,1.0,0
80,1628188704081_2_0_3.jpg,81,Female,81,Female,1.0,0
81,1628188654074_0_2_1.jpg,19,Male,19,Male,1.0,0
82,1628188755886_2_0_2.jpg,36,Female,38,Female,0.9473684210526315,0
83,1628188755886_2_2_0.jpg,19,Female,19,Female,1.0,0
84,1628188755886_2_2_1.jpg,20,Male,22,Female,0.9090909090909091,2
85,1628188755886_2_0_3.jpg,73,Female,77,Female,0.948051948051948,0
86,1628188654074_0_2_0.jpg,19,Male,25,Male,0.76,0
87,1628188704081_2_0_2.jpg,57,Female,52,Female,1.0961538461538463,0
88,1628188536814_0_0_3.jpg,72,Female,73,Female,0.9863013698630136,0
89,1628188654074_0_0_2.jpg,46,Female,42,Female,1.0952380952380953,0
90,1628188704081_2_2_0.jpg,6,Male,7,Female,0.8571428571428571,2
91,1628188536814_0_2_1.jpg,22,Male,24,Male,0.9166666666666666,0
92,1628188704081_2_2_4.jpg,80,Male,78,Male,1.0256410256410255,0
93,1628188654074_0_2_4.jpg,69,Male,70,Male,0.9857142857142858,0
94,1628188755886_2_2_4.jpg,78,Male,78,Male,1.0,0
95,1628188536814_0_2_4.jpg,80,Male,77,Male,1.0389610389610389,0
96,1628188536814_0_0_4.jpg,83,Female,83,Female,1.0,0
97,1628188755886_2_0_4.jpg,75,Female,73,Female,1.0273972602739727,0
98,1628188704081_2_0_4.jpg,82,Male,81,Male,1.0123456790123457,0
99,1628188654074_0_0_4.jpg,80,Female,82,Female,0.975609756097561,0
100,c_2_0_3.jpg,36,Female,44,Female,0.8181818181818182,0
101,c_2_2_1.jpg,22,Female,23,Female,0.9565217391304348,0
102,d_0_0_2.jpg,48,Female,47,Female,1.0212765957446808,0
103,e_2_0_4.jpg,80,Female,64,Female,1.25,0
104,d_0_2_0.jpg,16,Male,17,Male,0.9411764705882353,0
105,d_0_2_1.jpg,24,Male,25,Male,0.96,0
106,d_0_0_3.jpg,69,Female,67,Female,1.0298507462686568,0
107,c_2_2_0.jpg,20,Male,20,Male,1.0,0
108,b_0_0_4.jpg,60,Female,61,Female,0.9836065573770492,0
109,c_2_0_2.jpg,34,Female,29,Female,1.1724137931034482,0
110,c_2_0_0.jpg,13,Female,12,Male,1.0833333333333333,-2
111,c_2_2_2.jpg,44,Male,44,Male,1.0,0
112,b_0_2_4.jpg,68,Male,68,Male,1.0,0
113,d_0_0_1.jpg,18,Female,18,Female,1.0,0
114,d_0_2_3.jpg,44,Male,42,Male,1.0476190476190477,0
115,e_2_2_4.jpg,71,Male,71,Male,1.0,0
116,d_0_2_2.jpg,31,Male,32,Male,0.96875,0
117,d_0_0_0.jpg,27,Female,25,Female,1.08,0
118,c_2_2_3.jpg,61,Male,66,Male,0.9242424242424242,0
119,c_2_0_1.jpg,25,Female,22,Female,1.1363636363636365,0
120,b_0_0_3.jpg,52,Female,51,Female,1.0196078431372548,0
121,b_0_2_1.jpg,25,Male,21,Male,1.1904761904761905,0
122,d_0_0_4.jpg,73,Female,73,Female,1.0,0
123,e_2_0_2.jpg,19,Female,18,Female,1.0555555555555556,0
124,e_2_2_0.jpg,34,Female,26,Female,1.3076923076923077,0
125,e_2_2_1.jpg,33,Male,25,Male,1.32,0
126,e_2_0_3.jpg,41,Female,40,Female,1.025,0
127,b_0_2_0.jpg,35,Female,26,Male,1.3461538461538463,-2
128,b_0_0_2.jpg,31,Female,29,Female,1.0689655172413792,0
129,c_2_0_4.jpg,65,Female,59,Female,1.1016949152542372,0
130,b_0_0_0.jpg,21,Female,21,Female,1.0,0
131,c_2_2_4.jpg,81,Male,83,Male,0.9759036144578314,0
132,b_0_2_2.jpg,28,Male,28,Male,1.0,0
133,e_2_0_1.jpg,20,Female,20,Female,1.0,0
134,e_2_2_3.jpg,51,Male,59,Male,0.864406779661017,0
135,e_2_2_2.jpg,35,Male,61,Male,0.5737704918032787,0
136,d_0_2_4.jpg,87,Male,90,Male,0.9666666666666667,0
137,e_2_0_0.jpg,21,Female,20,Female,1.05,0
138,b_0_2_3.jpg,50,Male,52,Male,0.9615384615384616,0
139,b_0_0_1.jpg,22,Female,22,Female,1.0,0
140,e_0_0_2.jpg,24,Female,25,Female,0.96,0
141,d_2_0_4.jpg,70,Female,74,Female,0.9459459459459459,0
142,e_0_2_0.jpg,22,Male,40,Female,0.55,2
143,b_2_0_3.jpg,60,Female,59,Female,1.0169491525423728,0
144,b_2_2_1.jpg,18,Male,18,Male,1.0,0
145,b_2_2_0.jpg,22,Female,22,Female,1.0,0
146,c_0_0_4.jpg,41,Female,38,Female,1.0789473684210527,0
147,b_2_0_2.jpg,20,Female,20,Female,1.0,0
148,e_0_2_1.jpg,19,Male,17,Male,1.1176470588235294,0
149,e_0_0_3.jpg,33,Female,41,Female,0.8048780487804879,0
150,e_0_0_1.jpg,22,Female,21,Female,1.0476190476190477,0
151,e_0_2_3.jpg,50,Male,44,Male,1.1363636363636365,0
152,b_2_0_0.jpg,22,Female,23,Female,0.9565217391304348,0
153,b_2_2_2.jpg,41,Male,43,Male,0.9534883720930233,0
154,c_0_2_4.jpg,89,Male,83,Male,1.072289156626506,0
155,b_2_2_3.jpg,54,Male,53,Male,1.0188679245283019,0
156,b_2_0_1.jpg,24,Female,26,Female,0.9230769230769231,0
157,d_2_2_4.jpg,73,Male,70,Male,1.042857142857143,0
158,e_0_2_2.jpg,32,Male,26,Male,1.2307692307692308,0
159,e_0_0_0.jpg,20,Female,21,Female,0.9523809523809523,0
160,e_0_0_4.jpg,84,Female,82,Female,1.024390243902439,0
161,d_2_0_2.jpg,33,Female,32,Female,1.03125,0
162,d_2_2_0.jpg,22,Female,11,Female,2.0,0
163,c_0_0_3.jpg,54,Female,54,Female,1.0,0
164,c_0_2_1.jpg,20,Male,20,Male,1.0,0
165,c_0_2_0.jpg,22,Male,27,Female,0.8148148148148148,2
166,c_0_0_2.jpg,25,Female,29,Female,0.8620689655172413,0
167,b_2_0_4.jpg,70,Female,69,Female,1.0144927536231885,0
168,d_2_2_1.jpg,28,Male,31,Female,0.9032258064516129,2
169,d_2_0_3.jpg,29,Female,28,Female,1.0357142857142858,0
170,d_2_0_1.jpg,24,Female,26,Female,0.9230769230769231,0
171,d_2_2_3.jpg,57,Male,48,Male,1.1875,0
172,c_0_0_0.jpg,24,Female,23,Female,1.0434782608695652,0
173,b_2_2_4.jpg,71,Male,76,Male,0.9342105263157895,0
174,c_0_2_2.jpg,31,Male,34,Male,0.9117647058823529,0
175,c_0_2_3.jpg,32,Male,35,Male,0.9142857142857143,0
176,c_0_0_1.jpg,21,Female,22,Female,0.9545454545454546,0
177,d_2_2_2.jpg,35,Male,37,Male,0.9459459459459459,0
178,e_0_2_4.jpg,91,Male,89,Male,1.0224719101123596,0
179,d_2_0_0.jpg,28,Female,24,Female,1.1666666666666667,0
180,a_2_2_0.jpg,6,Female,4,Male,1.5,-2
181,a_2_0_2.jpg,25,Female,21,Female,1.1904761904761905,0
182,a_2_0_3.jpg,58,Female,63,Female,0.9206349206349206,0
183,a_2_2_1.jpg,28,Male,24,Male,1.1666666666666667,0
184,a_2_2_3.jpg,42,Male,47,Male,0.8936170212765957,0
185,a_2_0_1.jpg,31,Female,33,Female,0.9393939393939394,0
186,a_2_0_0.jpg,22,Female,20,Female,1.1,0
187,a_2_2_2.jpg,35,Male,29,Male,1.206896551724138,0
188,a_2_0_4.jpg,78,Male,80,Male,0.975,0
189,a_2_2_4.jpg,66,Male,67,Male,0.9850746268656716,0
190,a_0_0_4.jpg,79,Female,80,Female,0.9875,0
191,a_0_2_4.jpg,86,Male,78,Male,1.1025641025641026,0
192,a_0_2_0.jpg,10,Male,9,Male,1.1111111111111112,0
193,a_0_0_2.jpg,25,Female,24,Female,1.0416666666666667,0
194,a_0_0_3.jpg,59,Female,52,Female,1.1346153846153846,0
195,a_0_2_1.jpg,21,Male,21,Male,1.0,0
196,a_0_2_3.jpg,53,Male,51,Male,1.0392156862745099,0
197,a_0_0_1.jpg,25,Female,29,Female,0.8620689655172413,0
198,a_0_0_0.jpg,34,Female,36,Female,0.9444444444444444,0
199,a_0_2_2.jpg,26,Male,31,Male,0.8387096774193549,0
